wallet_address,amount_raw,amount_ui
7STLb4vNLSk1fXqS3XAHgDNR16jXoDeBNM556RbzZA6G,1748500000,1748.500000
4yny5fZmWKsF1ZQesGqYjwe62E6dwAhjr9JFD3gkWAtQ,1748500000,1748.500000
9EZd3cYJkBD48uHHFoueKRUvWEYdNFrrtcyPUPWJNAX6,1748500000,1748.500000
JMen4cA4M5w7RFFRy2mCKmvmrmdvMbbfAQTwCdEN3wP,1748500000,1748.500000
7J2ehzeK2coHbEU1Ao36i7RfPghApEF1XQRfjmqBy6XS,1748500000,1748.500000
6PVBbxAyw1x7y1X6QPD64L71maFTUtggD8ncSBdWhAz3,1748500000,1748.500000
DJYBgWWQqiU9MBTXkF45urZardywa5yHFhRj8XwCrddz,1748500000,1748.500000
Gh2Ciwn7TDvDm8AiZo4FsFnjk978t11QGCYhm2AzsK9o,1748500000,1748.500000
C3Gg7mmGp23Hrvmksae8HNRiCHeGFtrHAvURbpaVaa1x,1748500000,1748.500000
FMVHP1xw6ZHB9zLGyrJeeAvEzCBgouH8bPzdkYqq2C5W,1474915733,1474.915733
FTaj972d88x3GXgCVy5g8kknJ6wUAvr3qbWrXfLdHmni,1435620517,1435.620518
53MxBmDMoXrR6May9TAeHasCdr64bPcVQFsrhjtixzaV,1311000000,1311.000000
8xzrtcUTwUdUQgtm9SiLCvxS4vF2hvN7Aq3vBsLY9asH,1311000000,1311.000000
28Yhnb1Dyg1YooFMYLXittzzCGVJN34zoKjcqCsnMaZw,1311000000,1311.000000
8yGmi4AJNsvk9sGvuAUiDmCVvqS99E6wmMnEgFgfQhNe,1311000000,1311.000000
7p4J4jwrzsrhVBWsmT9KPiVJNJTDic8fxYHBgeARCTkt,1311000000,1311.000000
GPUj7Uvqyf8XgTh4sH7WkojuvhRG9yPb1uPiNFzdPecE,1311000000,1311.000000
E1zC4fEuN9A3t9ZaDwt7XhXBwQeGSW9sRAHpiK1gJmVW,1311000000,1311.000000
CBPfaufG8PCbB9koWYace4apYS9Xr5Ev5bp2QE7gYCFv,1311000000,1311.000000
HrUHcgzjVn2jbDyCEMPiEuZYi4AnVR2sNdrobVQgFtwR,1311000000,1311.000000
Cvfk1HLY6mBxWhhfo3WLRRAAvXKGf8gTGN63Tnh5fvKz,1311000000,1311.000000
FcDSYNKaypEFTpro6L2qZWAuj5DkJLWSCwtvtSZsgVA7,1311000000,1311.000000
5nMYpwg92enYwhJQM6pXE4TSSUXgj26jFdfNc9svg7Xa,1311000000,1311.000000
93Z8ztDz8KKcVcdBHfSyr1XtSwHo5TrCKr1CnFoVGnH6,1311000000,1311.000000
DJZxY2xmftdygioG9Pe4GJg5kPv3fGqbQCnjMPJvFeRf,1311000000,1311.000000
HZAsjYkvyAc2TT6nuZSxsctoX57ntPLHSXXsqvkzJmnp,1311000000,1311.000000
4a9KGXExprRuaTrnmHjrWDgbMy6GUWnYDh8skwL2HXmR,1311000000,1311.000000
MssfsQ8XUJjYrjWWmWwouVtyQAPqMDu7N3pg8QAL1hj,1311000000,1311.000000
7AECzqmzuWe6CJd8pajM57oYsiZJJ1oNJTGZbGXabGQA,1311000000,1311.000000
9YbXS3JjQnkAU2NLs1iH1bqqEZruHUZD75jDZBQiZ1LF,1311000000,1311.000000
DENuNdQooE4jkZJij7G1KzSneGZkEXUoNG1msa8kZtyt,1311000000,1311.000000
3z8TfXKwzWcc4zZuMRCWxciHa9gzNNBerY5TGi1A7sA9,1311000000,1311.000000
7SjHGqdSiQLEMHAUmWgEhep2BcbVefxJkiyEmDb8CuHh,1311000000,1311.000000
4ANTBjexPkaJ86mLkeYqMi5sxkkx3Xv1sJTbBH7qDteX,1311000000,1311.000000
8bjB5ExdjSGxNoyKevvqmFevqje45gjxWhu62BQQhpCr,1311000000,1311.000000
FBQxvCpsRCb2TXJxYSy3JLJ8ntA5ycLLc5wADGi7agzS,1311000000,1311.000000
DbeMDEu3mPRMqmsatxB7ywQxxtDjKPZ5NE9fRsa1BHpE,1311000000,1311.000000
BsEcpGq9vWK87rREF4UWSKDkDVB75uaoKKKDipdJiFpJ,1311000000,1311.000000
AB2uv5M8DjUU8Wo8m9hREx6QFRKXc8nNUsLyKbhVzpxH,1311000000,1311.000000
FPL55zeDtL3icux5Xemu1x8vtz5CpXhKpPU4oAuN45S3,1180423821,1180.423821
4Cp9uvGFbYVieY65FAx53AgjjfAyet4sUH5iWFLTN4HQ,1098428342,1098.428342
92tEsrUPvQPQjNtZr3VafV3JUQNWSPe5Zb56prvrMAUu,1001681003,1001.681003
6kdCshAEuDPrbs1h1xsTRCEYEw8bSNPFzNmbE7NWFsd6,1001646573,1001.646574
93f6xrgs85KK7DPXMySyRQHaEFP1NknzTpXcm4ZJCDnn,874000000,874.000000
8wVnxK1wz1wa6apo55h7WTQemWnFvauLPe2AQkFCLQBR,874000000,874.000000
83mtGj5FQXNnVFR6EqMQm7SDvDbErFqQwxyzLhcuCtPe,874000000,874.000000
5ouVVbeZvNkmNAhSMaFyoCGgak4JQohkQY62pDZXSh92,874000000,874.000000
4V9JLjensLG2B8MzFA21acP5Un6QF5rC9fPdM3kiAPTB,874000000,874.000000
9Cn33TjgPSpjPCqUYKzNjEQUm51y3viqL7u7bxsrCTph,874000000,874.000000
D1YMN9QMGhGgHFTav159T7zrPBomKKof7GGXXESJ2PzA,874000000,874.000000
461mE9ys56g85DYfDbb8nMbF5PaNEX1Y2KXe4yCKb2Ji,874000000,874.000000
8JevAC5q1J5WPhk3Aitak4TTW7XdeE2Epv777pPnB4Uy,874000000,874.000000
BieeZkdnBAgNYknzo3RH2vku7FcPkFZMZmRJANh2TpW,874000000,874.000000
R5WZGTn6cCNWrYoy9j7cmeLjPYzpjYXtjKqXQnZk63D,874000000,874.000000
97LzFXAAUQPzS2qk42pz1YLUcQk2kfvTHGMViCVoQaVJ,874000000,874.000000
DgsmNcN8UDYtpgZjTNeYpFC4ggfnbkx96cBYwiz6dyS1,874000000,874.000000
A66M8TXEE8hZpXEURZkAYVFnmfn1HMiEhCypZV72xUQE,874000000,874.000000
BA64SqgTE881jDSX38cxXp1wrHgwdtvAJNqQsXgELRM9,874000000,874.000000
DoZCVUvDrKGiRC3cUJ9iVC1RAnuUQvbEy18MWBkd6V8C,874000000,874.000000
7qLE3DHGBiKZ4nywY2aNJM6JRYaGst6vfPN6S5ht8jYj,874000000,874.000000
BcdEWU1nkvPZGkVGWFRj1v5YddFNNqpG7GeKHczxMrYf,874000000,874.000000
A1Wq7bso5ibxfioTJBWtH9SgQeR1MGYFe3jrMsENQzME,874000000,874.000000
9gPKLV4DdUupHDXowMVYgA7kBKsU1GEdE35KWEjZ9sfB,874000000,874.000000
3z8uLMu27173sAvkns2xonKEuQAw6k5vR4tZuwHC2t91,874000000,874.000000
5qT5Yy8L3AzL6Pw8dcV2q21ipKRko6kXMviDMCtdoxJ6,874000000,874.000000
5mq8ZuXPsboaAsex7483P7sfQmAy9tJVhpMHTTzCUK3,874000000,874.000000
4H7BodDun7ucJkDZFjYn8vVB8hLLw36McKtRJ9dQcJ53,874000000,874.000000
4uW3togX3QtjYCotqzhaZvSQSzifqDJ4H9oNdBSmuSkm,874000000,874.000000
3JgLyq7WPw8MsSCf9iQfMnyGRHugC8xjdkydRXXmPxHt,874000000,874.000000
GvkMwNvvBnXtARTpUAXhM3j4m7tz1cpCx4M1tMoN1VEG,874000000,874.000000
BmiYJrCw1k9K7t3U3oamVFSqaR5a1qbrX6yQVuAETrgR,874000000,874.000000
7jZfomH3MGgvZUi5PDq6sSeVq3FzxXTPPwK4mNp93LjK,874000000,874.000000
HBtCdEcfaBCRwazf2GJX9TbCsCFqni67G1F7TTfcTEcp,874000000,874.000000
5H18uhkUGhNQ3o5jsR3W6n832Sh5xLRJrZNXvVv5hoU7,874000000,874.000000
Ajfmc1JJ4BNWMu8CFx4omd1Y9PeDHXrraVaBVonkkQYL,874000000,874.000000
2a1M5CDZJGMMr3utrn2oVM3ibiskjZqeYAyAwv83dn5D,703722604,703.722604
5dvBMtiAG4VAiaN411xki9VkdNSsjDPkC3QCZSpLJ5hY,521318136,521.318136
545FVmgaLeUeUUmygR73WGZcbqo4vsrjXcLZHJYpzcqs,262666248,262.666248
SxwJegg1Mxk3GkejVg3vfBaLPWNtsVfFk2B48eUogPn,261496740,261.496740
29MWtW6Rsi6cN8BYgnK5W2HpEEj7LY6n7Zy1HHsoS8sC,126434661,126.434662
AkTgH1uW6J6j6QHmFNGzZuZwwXaHQsPCpHUriED28tRj,119361004,119.361004
5Yeu76HqXeUmNTgU37StBMLZbh41kiXBJeFaHSoa54bf,25981880,25.981880
ALsVCB9NQK2R79msTcsoeF4RMjuyrAmSVajVRdoq1CFT,8052654,8.052654
8L2y55D11k63CAftvW7uMM2mBhtMxLoLnivG9uY2bt8j,5235569,5.235570
4TeyqeLGBcmrH61AP5SniBswHhVfwLhTzC2pnu7S1MWM,1772626,1.772627
GvFz1LLS1KFBx8Errr6omLHyMbDueEvNyqDN1y7kymm6,500000,0.500000
Bk5LybxWHWhtmdQ4mZj9Lw6sp1Wszhn9k8fFBSqKUkHX,145808,0.145809
2Lx3GV1cDyj3WzuPyFgqvdR3bEozzc9m36hsDiiwFjLL,29,0.000029
BcEarcAEeJ6QACF98qwYCTHUEDMNTZirmP33ihfZKS8r,4,0.000005
GneHA921iYLMFHPD77HGCyD4URahJKtc8LqavNM9iSNY,4,0.000005
2VE8GZn446yKFNvXtAa5h7PEQDYVHrNqkdMa6s6kKN5m,4,0.000005
3yuP1AvkN6ajg4BUpvmwvjA7Co1NJ9e5u22a6hZk71Ld,3,0.000003
BKRjg7X9pjZBkzWKxHupteRBRybCJEgsvrRQpTYPGfAM,1,0.000002
4ojKaFmt6FSddPYGUF8hsMxJNMhZ9QR8F68tfve865Xo,1,0.000001
