wallet_address,amount_raw,amount_ui
AzxtonnwMAy7yEHmrFKQpyymHf3EFNSZigG6dGbsoVGc,1260380313206,1260380.313206
H7PKyDYaESrpuZEMcPv7wjCnSjYA5R3n4i11bRKZFB2E,1075504090013,1075504.090013
9LHR9twXQqNRYsmjZ8mscCrmDqGgZu3vJbcjPt3NADyg,1039908441347,1039908.441347
FSgNC2k3tEwhyRJxcncMqqoVRD7bbAJkLFwX4jBUACJb,657889943594,657889.943594
DJQkDeGEgPMaKepUdwVqqyzCaWqB2qnzSKDGQkvrpT4p,643355611340,643355.611340
C8brQkVFhyU97iWowiSWKbhihnTLJ1aXE2dJiCeKUNJM,589041185872,589041.185872
E9igEM7hhnBzgY9JnJgVE7s13ebqWey7EVwvAJoMG2vF,533062474019,533062.474020
APkPpbP8waTLcQEerp1QxkddRHDjjCez2RSJjLBbE3HV,528716028165,528716.028165
CPcbNEnZFntyDhxjqRaCXRM2TabSMctAKrjWLCQMsVLC,525856659508,525856.659508
8tJapKAwMgjwUDCMDrA1jBKcZdgXhqhqPLHdfrmK6stn,372990526549,372990.526550
7Suo1e8CSTb1nBLbmsmCXePZsrNoW2KH1FntaQ8851Pa,250047795497,250047.795497
CCQMAneqctT7m9bkmyMwSrkFfjHC6Ke8iKqivDXtZ1PQ,250000000000,250000.000000
GNsBALvcYgpa3F5mprcRcf6zTba2ga7o6d7uQQKwnT1F,200296990472,200296.990472
9eVFKci9Z2JqV7B1dBQPF3gUaGE9NGRcUes4vykeiD7v,200023370867,200023.370867
ETd9bdb7oRgksRML5HLg16QA5hPknPQJhrQ9tyPgaWzi,163195865377,163195.865378
6cky4cBWhAPVW1tRV5HmuJ7JdrJTMXdbutqnUcRPc2RY,149620283571,149620.283571
7tSJPbc4d7nxuPymz156oLZmNraVJgAg2J7rNyUcteKf,130149783768,130149.783768
oAYutnUu2XnnhFUKacPzzAn7qYBxPw6UZ3ADSqGv8je,123916789710,123916.789711
HMMBJHSLKTaDdZ35rULk1jJbS6KFohfTxqpjhWh7Frok,105378883363,105378.883363
GtxDpQwhbr9ucCv8SWRZDsar9qrUtsGDCgvapBverCpX,100979000000,100979.000000
8f8WDii6MBY4MnJkkBvNWxN73V4JN59fA8P49wVP9K5M,100216403311,100216.403312
J53V1J7Si4QRchPhrNnHb78MrvEJXza4RZU1W48EuASP,93182879730,93182.879730
CASjzWq87g3NcRLp2xWw9K9e2zPt7JUNxfekXTipguUm,69022139971,69022.139972
7qoF97mDoWJQEf59AxxhvdM1XByYu7UweNroAm8Awfte,68630500000,68630.500000
2MMk7Toe8AZWNjQLMnrsRDBFBcMdtBDCJwyKTFnuToMm,66008000000,66008.000000
Aw1rq9VSY5SJisufnfmDJ6jAwJNx768EXypU15k8iVoW,64259000000,64259.000000
HN3MF6C5gFGwKnnBjymC6Np2SodEjK6yafcqaLWxZMjW,62475861742,62475.861742
7iWnBRRhBCiNXXPhqiGzvvBkKrvFSWqqmxRyu9VyYBxE,59552908709,59552.908709
EQ1jWWW5myAS7zUWxku9vQKxDQCjW8LW2NFrKoedZJLe,59450500000,59450.500000
DSN3j1ykL3obAVNv7ZX49VsFCPe4LqzxHnmtLiPwY6xg,57931891579,57931.891579
3e5UE4T1Giis7npAPxLgAnBrrK2sz2o8xUdXnShSPnE7,57702000000,57702.000000
C4uaZKciHa7uferN7xGzgKcRxGaG9qZ6wH8XLqExUVqE,56828000000,56828.000000
GatQry3TzKcAoQkcyPgZjgg38EMQ3TrPpReLE54Hyaku,56828000000,56828.000000
4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,54642000000,54642.000000
Ap7PwWv6KavdzuPRvatMfciaZxoLx4Eb7gzgGUMwQb8k,53331000000,53331.000000
A9LqDusdHbgHorwFbkv3HAgUu8aLiawsVpeA4awCpta,51582000000,51582.000000
5BFrjc7UQRvVfLmWUpK6YGKwwgyUmrM6i4Ys5Un8p3pX,50907043931,50907.043931
CFLxmPqSQNRF4pP8VXhgTt8xAQLPpenChtjUyycHaZTQ,49833500000,49833.500000
AVWGubND65nHYrMJRCM9qYYpxvT82sDXpJ9RTqUDHGne,49833500000,49833.500000
9SUMkTGNJfbLWEFpEfBhHk4b1CL5C9jFhXzyQd4R6yzc,48085000000,48085.000000
BM9CcyErJcu2mjrFvUsRRrD3snGeHDDVirJLvL6EjvMN,46271074811,46271.074811
7ceKWWzpFdXtfSp2vwHLDkp87nmjG1y7oRbhU6NXoUsp,43713500000,43713.500000
2Cy19NKYGCgedDWrvGT2YwH53dAAwBZCYct4bwfXQQK8,43258919080,43258.919080
HpgdC9Eu8ynjLGFP787m9tu9Fag6qZadMf9ozfbseLsF,38592105170,38592.105170
Eumtha657bKNHwxxVKixyxsbqgjaueeQrevWVtjgU925,37156500000,37156.500000
63pVF4DUpccLgLXqwCoXxjK3q2KevdwzfbQNh1LtjY8o,36719500000,36719.500000
4eS3JbVPxCMrGNxv2mM8UPruLChKs97Q5VR1B3XQwnkR,35596694188,35596.694188
Fng9sSD1iC1V9yNhyiVxxQTUEbTem5zXWeAgF3rvTVEt,33617333456,33617.333456
Ct8ncbj6LrggiJMtRcLhub31qTxygBSUVT1TojdHBWAA,33283596101,33283.596101
6ZXowW8p971tdqjd5VeyZegaWvTR1xB5Ug7wcwXFEVzc,31911000000,31911.000000
FC1e8stprMkb5dWrZNcJsF7aFeWZzsqqTKjuBEb4ASsK,30599500000,30599.500000
CKs7WHryW6Esk7S65h2Syts8WbL1anW6YBpYBUuehkVc,30116183731,30116.183732
eZ8k5CRHubmyCYjaKsB55Ew4Rdrc2bji9kPANXhZUfp,29288000000,29288.000000
GP8StUXNYSZjPikyRsvkTbvRV1GBxMErb59cpeCJnDf1,28910910459,28910.910459
5zhnibNgWwxw5LrvvEknW6ctpUno3EBDL2KjWR17o3BX,26106370258,26106.370258
3zZfy5BTcbgeAGp913X8RrDwnzHk57XhLKu3bP7YFvEh,26027506745,26027.506745
BcVMMs1iSRMETapsBAuR1vNnkSYLJPBfWsdk7Lj1BxJe,24042500000,24042.500000
Ce2q6ReiPRG4c9xvMKwqwzUNRS5cfDobNCj14Wv2nqHG,22840377586,22840.377586
AQmCqcWawZ6MyLC2KgXfX2zGZEGZQDyCihZE1qmchg6k,22731000000,22731.000000
2nKUmHZ3WxQutV9n7GtLYKpMBHud4WMPAzZ4FgWEuHmc,22294000000,22294.000000
HU23r7UoZbqTUuh3vA7emAGztFtqwTeVips789vqxxBw,22050722492,22050.722492
5ngYjzHLPxZ4zdpCyhj8MMP1HneVjf6JZ7TcAzGtR62z,21856500000,21856.500000
E8wRXPwsWmr8K74zH1HMtLMCsQ2zMdVFhMP3D2X6FEQ5,19671000000,19671.000000
4tVkkL9BT2fHQJtHVTHPZTXHQW7kHGFtE1gX5fxsZct8,19671000000,19671.000000
8WUXaGAFmpquXbttszYhMZBXEXunrzXhDEFRaAtax6Bt,19671000000,19671.000000
2HMmfWFeBd97Ry4uuKfHNiwvHsSW7D7nDvzagWRhVMZo,19234000000,19234.000000
HeRjzsFfZEYst7uX2E5xwnsg8RuM3AkazFTV9CCLKehw,19234000000,19234.000000
Ea8kLKcZ3UAgta4XQ8HYR9u84t7MY3iGQm7fxH4yUdVu,17922500000,17922.500000
3LoAYHuSd7Gh8d7RTFnhvYtiTiefdZ5ByamU42vkzd76,17721510682,17721.510683
DpDL6qziu8F7YrF1V3AvVCRgmLPvyzxPA6n7uPYdv8Kr,17624322647,17624.322647
5VfnBRyKuTZ2Xmd5i37CnrJB6VummxGkCtfePDM8dhj1,17485500000,17485.500000
3CgvbiM3op4vjrrjH2zcrQUwsqh5veNVRjFCB9N6sRoD,17307879249,17307.879250
9QSvrNLtrB1ZqaHPGfoov3YTcfuWm6zF6FY2wQSjjSCB,17048000000,17048.000000
2rbMgYvzAb3xDk6vXrzKkY3VwsmyDZsJTkvB3JJYsRzA,16279347347,16279.347347
H1CVMdGNkwGhk1qsoMwFTXpCF3KmWXnw31PvonLSFya4,16174000000,16174.000000
CwFaMAUa6oE2TKU7JtpAz9dYh2qN4HDw9DLoFiGdGvqR,16174000000,16174.000000
6X9LPrVfKQwpY4E73nv781rjyJh48RpzSatMpacyttHf,15971822958,15971.822959
B6ucDSaQjnbp7HeoheB444GihYL8UAhkw6PCTcGJYLBG,15794934613,15794.934613
J8smPmf2M8G7cG4YwPYepMZsEX6WLQQUuRtsn2BdbH7y,15737000000,15737.000000
HJHpNNXksc49uX7oJu8LgjJPa4RViuraN5LP6hsXuGjm,15737000000,15737.000000
69yhtoJR4JYPPABZcSNkzuqbaFbwHsCkja1sP1Q2aVT5,14912881752,14912.881752
8jBjPbrDAPBDrAvhkbSizWEZcrEUcgXKWtVyZ49DBRTh,14862500000,14862.500000
CxKFkAu8LngjYmcCjT2siKyAiMrKjbTB96NRXg8jqHH6,13114000000,13114.000000
8rAYwsero5XSUfPjrdnSEDH9Zk3JGjfpgfSqPsXBFbUg,13114000000,13114.000000
3nznJk6ZwuLegfxHd33YrfiyMk96RwVGi842oWwfj5vn,11802500000,11802.500000
4M5quXHp4oKgMCkypJWq8CX3XHGyzp2vmYudxNjyw9EQ,11802500000,11802.500000
5xwDiCNFoLqkxRUs6SCTS7j2okb9U3YHoTz9VftwS9v,10527472798,10527.472798
FJCoU85RF8MYutSrUubAeWww42XfwxAS9GnnYt2Nqogi,10491000000,10491.000000
G2XFkNNibMTQYqN5udfAk2o1gGssK3hhuSdMeg2QNcmF,10491000000,10491.000000
Ffo28Xsmekn8d5jmRTYgBLz9pSKW5WSLYA7arQDpxHt3,10491000000,10491.000000
5xEbHcicRZXD35Y56iSC4M1rAWuL64XX2k4WDagQPmfT,10491000000,10491.000000
51RfjWd1LbJyqon5Vnk1EWMaV9A5CufqZ8p3CPVh6xe2,10054000000,10054.000000
6UJ4x11Y1XcidNiuqcLaSGdQNoghnrmCx2xPmRTASXYm,10054000000,10054.000000
G1PEYnywGKuseDZPgR9FmDm5UDmpD914RXUoHobD5Rh7,10042180204,10042.180204
F9EkZ2uNLubb7kGyR3mb2s9cXLi5FrQpWRfVu2vkpdBr,9617000000,9617.000000
BQR7HkYWEiWT3pz72rmJsBtbgnVFEFbafxzpUgcUncNp,9617000000,9617.000000
EdG12mWYNK5EwGFqJHD5Mw1BUehjVaJKwiM2KTnZnt3k,9617000000,9617.000000
BED2zbvozbiTRRNaUCbuuKaEDMVKgXdSKaddV5uNhVnQ,9617000000,9617.000000
8hKDaZgcz9SXF1EpUFfv99P4qHycR8xT9ygKvRvJkEH9,9452196705,9452.196705
7ViX5kqfoJDpBnJLhL6Gp6oeZjkV2BjXpAVMm4Yuk8sg,9179500000,9179.500000
AzYWYSZUUQcxLLBvrot7mU4pAZbAFCKMCRUUCxZSMLZo,8742500000,8742.500000
35j2GQ3Z1jcq6E9LqykTECdzxgV1Q9btGDMEwk7WSYcu,8742500000,8742.500000
DDbLNTPVhqwSBj4WMTFvzCuNJyY4aRioDBU4FGLcfdUW,8742500000,8742.500000
GBpe5XJVtsNguYKnP6N4Z6o6XEeyiJfecHJ3LHUre721,8742500000,8742.500000
GZ8Xk4YErouefpCJEVRjKoTZUdcKa1fNDdHsvfJpFkT8,8508233052,8508.233052
7D5fmM6v5T3bxiGQujnWkLk38DTXYsK6o6L7tf8aHzVE,8305500000,8305.500000
6py5S6qeL8X2QZtA2zchuDjBCPazv6eWQwHeL1eQPzQL,8305500000,8305.500000
96agVN7T5KBeE4qdBxdrH4iV8zHHhmT63Z9FxbwZUJTj,7868500000,7868.500000
9q4Z7zRTZKBRFEHrBpw5xa7a2oBF6WCV9pT93mn3Ag6u,7526339224,7526.339224
2oHqdwtjYrp4AdPVLdbeQ3Hk6hGphcGDzgxy8WY8p8Wn,7431000000,7431.000000
Ea9CSeg9PgxQGHQfeFNkPzpsSArGhRyjYFsx2K2idrPW,7431000000,7431.000000
FXXBsLJam8NMnrGKigoJcdNS7s5ceBzX3s8hu5psvhep,7431000000,7431.000000
5FVvjxJN6NhC1s8iyGDFSa3tcm31ddkvZPHyQ8nnxVoq,7430960117,7430.960117
5Qsv4QZm43ZLYmiJ4XokMWWc3LXZdVvrdoPfV5ZcEt7v,7337166638,7337.166638
Dx68KpUMZTnTuPajcnf7BqSTcanzzWFafWaHqq9pZFAz,7052063317,7052.063318
3mLknbMUm2tLBbxbYvmRazm1nE5jj66DPMuDcJijBviJ,6994000000,6994.000000
6eKQJQyhu7gVgsKKMZr4tPJrwshTXDSRjinJkaQfntiK,6994000000,6994.000000
5taEMo4XaKbWWmyHLerWbXd9LxrQ6FnHH6q2CkLznz1E,6994000000,6994.000000
c9kpsYvuV1q2c7U7unXJoJUZjoJCp2zZMPzG8k1E9et,6994000000,6994.000000
FLRqDN26VF8mg5axoupyWycYtDFdNEoETrdEtNtvUKLz,6994000000,6994.000000
HvnuJ68xtrGtco4VBih8vwihS5zW95zCXypAG68yoKGt,6557000000,6557.000000
3yH2tb8aiAjnSVHQSN6G2GNvNbgbHxZ8kNRpztxgugxH,6557000000,6557.000000
DEEDBHXhgvno5ddCrwR4jHLJrMQCAEtAPMaMLmKJBNUL,6557000000,6557.000000
85sdBe4mLEK4Ks3FPggq6UXECM9bh88TXYFGGrNe7HGG,6557000000,6557.000000
3mnKCmHuuivXXaVx84vfvSy6ct7Ji5FreFUyGQ1E8eqU,6557000000,6557.000000
4SYVNSMgTVZy7SjAQZ5UKvtZBxNkR6dtaMoZy5bdeTbA,6557000000,6557.000000
8VaCmHs2tNJAJnbfKHKHBKnviDQHKxRd8ftCjXQPTvmt,6494383149,6494.383150
J5BNCEToVALupJRsa5AjbVvVPERf3a14FfrTtaSYPcj9,6119500000,6119.500000
C2rVnRw4E2Bt55Nk5sX53KhW6GtrayJxd762THrVFCSy,6119500000,6119.500000
iBLu18mW79BrGHQ5FTqcAiH5nCwYErUWBFzcvLCFnZZ,6119500000,6119.500000
HPePFRZhC4U1SZB7T6zTtXyKF7tWnA39gohThPnAGhUH,6106861712,6106.861713
HFqp6ErWHY6Uzhj8rFyjYuDya2mXUpYEk8VW75K9PSiY,5903597627,5903.597627
71FwSZGCGBMuMKZV2DfLho37VSQHuLjv3wY3bYyXUCPw,5682500000,5682.500000
Cx5yDd8JT61AAjTsVJNZou6vTNoTNdLkEeF4m8kt9ofb,5682500000,5682.500000
61HxhwfqrSsRqwLrPUtQ9qZosjNBkQtWHpJBUSKEYy3C,5682500000,5682.500000
GWEawDBoV7dKACP9mD71HcHKtDedFu34SWsGrkzx5Kzs,5399040449,5399.040449
8iY3JfS3MrVBaE8VfgKKfANcMmKGTdfKsnZFxAKiWdzY,5245500000,5245.500000
6m3wAEADaCf56Tty5VhrYoNewwKeAVbpwuPXhZ8qRM4L,5245500000,5245.500000
EBhSsfYXbT51Wycx3waH3FvYp6DyvrFi98A1mjWeRFVR,5245500000,5245.500000
AJbZBmkcA41KKmezQe1VCU5zEk4H9X8mzqy8VxomMExj,5216142192,5216.142193
2kc1rDpjTeRurb2Qr91qD3wbiCYbRXKsjWtH2VvysMfq,5154023549,5154.023549
9vm4jJ4wia869BBxKYBGzrqCHxEKDMFLtBeQ7c9S9WQG,4950487476,4950.487477
DXuTbrxmUXj1tYDkia8PiFTYSAcVaJjTJyoZWtVnc24s,4808500000,4808.500000
1Lbc4NZSdgsZLp5Z4r79euF9KtRxN7BG8xydCQ3JRfz,4808500000,4808.500000
HdtvQRYa5RA2zacvMVCHD4wbsn9h7sskCzBmAhaouM8c,4721030044,4721.030044
GqQg6GT5ibMHwqvsXDbP6qheGUYMQ6vcsxP4C8Fut5gN,4371000000,4371.000000
DQrR861dHgdgt5gh8mPxoQAACPDRb3b6snZy3ugpZMrR,4371000000,4371.000000
Cg5qcwCAmVEu8QRw5qb19dNp9JJBopKaRVy2iigR7fqz,4371000000,4371.000000
F9EcjiS2zyKPv5HYMUihVzbvkci6Nak7KkTPQf9USV2w,4371000000,4371.000000
DKva8KLGh9gvkxthDT67QmZeit4jmbEF7jCAeCg2Z6iA,4371000000,4371.000000
EnkxyY6MnVP8caH42q7prvtqUiBG7Vhj75ghE8etSsqP,4371000000,4371.000000
H1AegZFaXGfHSduNB87wgwSJu4SrNYsJARd4cEVhBx1u,4371000000,4371.000000
HnEyCupViTJptMcQ7pVmQ2TSYUXzsrjnNFgK9Cd84fYi,4371000000,4371.000000
AinST9tYK7PBjKgyqqiUCFmSJUxB4vVqY9DsH8ifVkGu,4371000000,4371.000000
BVET9wYzqNFeC3SYG7kkesp9ng1naCNtVxMJNEdCfzDz,4371000000,4371.000000
gCB6VYxwWycamhiHiugJuaC5ohwyUE5sHtJVJtaXYBx,4371000000,4371.000000
CqQLcmxL85vAw1WuWLcw6NbVWT1mVFLqo6VHwncEoXJ4,4064115118,4064.115118
3wJp8rA65jmMWorBhnRJHjj2UKr4vQWsDrt1hx1sFmBC,3934000000,3934.000000
6NvfAhGuxyfPcdNzMBMtetQt39sSXwRzbtwnL3Jupb69,3934000000,3934.000000
EGRbCEhewp9VS44hJ99GBZDD6wKTHuvKidvd4cep2EEW,3934000000,3934.000000
Hzfq7LsEJZce6Y6gk88DmtSMGfJZKsGcvK3jVmynGY79,3934000000,3934.000000
DJh7h833F4kKooFRZ3JsCBeEAtGQCW2rgt333Hvz1QTF,3934000000,3934.000000
HKSHm3DjhgAKcWck1XBEqeMB834M5t3jZBYHbMhatzVq,3934000000,3934.000000
AoyjnNFaLnBjqKwnJzMHAuFKpkGh2cE13TKpkwbtpbXu,3934000000,3934.000000
C69MEV8pfd6GMr2UCx1rAYJEVU4VccDyG8RQcsa1Cr5z,3934000000,3934.000000
Gac9PAQ4Wk1LND6a7a1wrNWC2MTrwfh1zf7JyFG74sEX,3798540180,3798.540180
9F965U1fNXuaMwxYexTYfmJh2qR9iw3rY9jioyYqUnB8,3497000000,3497.000000
8L68Vcts5iNF4toYm33tShgfWSSY2pdt5sN1GrmiACxR,3497000000,3497.000000
9yt3P7HotErMnJQJ4GbcDViFjofT71dnk7UY9CfZztY3,3497000000,3497.000000
9LcHD9E5KNDyLZTDpqRXJEY1c9nhJKSbAwAqm3kxNcMr,3497000000,3497.000000
4jqB7UitFW1yKCw36KCtd2ktHJStGQdqN7dXwWonqn7D,3497000000,3497.000000
yCcJWi1krP6a6BSxw3s6YZX524kFqrwLZLrm5JyRgXs,3497000000,3497.000000
DVYS6LfVZf9H7XoqMarLLc4346TUEHtjFnGssnGAes4W,3497000000,3497.000000
o7dSxG77cddfyH4VsZJjszKpJ7MbPTvCJSwX8G11MU8,3497000000,3497.000000
48XHFcstSomYSzfcj2cZDnjS8F8QmLNEaQ2ReiV9domt,3303757955,3303.757955
9sMkhRnkoYzMXqQqkTsbFeuKHKQ7AA5HH29Pgrw5EUnm,3282797544,3282.797544
3RoapatQKD1dpmRxCW25nNCmaWnu48NKBhQJjJcSSzZn,3224213865,3224.213865
9iXC8UchGo3dYWr5gRxJan983vAw3qTSbh7amjNT64bb,3059500000,3059.500000
2itZ2DSyQrePFCTubEHDdFDpH166nSg5W1pAiZr4jLi1,3059500000,3059.500000
6XTsjmxH7Hn2HiZC3L4x662Tym7T12H9oB1zzqvKRTFb,3059500000,3059.500000
Fm2fMYfa9Z8XMc6pGUPr2WBwdubgSF6FBtFCzkTAqxAc,3059500000,3059.500000
CpxtmqLrBEYJFjgLoNxStLL6UG88YxmX2ey23WF3r1Gd,3059500000,3059.500000
BZ7skjoPH8uKNsbeQgXc1LdfLL6ebe6SQA6XvMaST6ky,3059500000,3059.500000
BzpvVkuCc9kqHB4dx55SwnBPo3NtQ25tXQ2KLzD7TufF,3059500000,3059.500000
CGzqpmECrxmjwDEkkN3DcLgAQb94jbYmdumaguMF28tu,3059500000,3059.500000
51HNoicbZBMMBxuHGMKrXh13j7tPorxXaA4C22Kmxtcr,3059500000,3059.500000
8RgZ25M4k6UyuUcmDmZduLYmAfRRMZMevyzMeiRWPJHK,3059500000,3059.500000
9XiK4tXufD4s8B8BnsF4V68CtDXcPt7AteMANU5tV2EH,3059500000,3059.500000
B3FkgA9MRgVQWvfJf8SXASYWrfbeRjDnwYLWAwCJrAGe,3059500000,3059.500000
DgmVC5bCgZs9eZMFejLyCx8JSbdE38BvyYordaMY63hC,3059500000,3059.500000
7tGqq6AQEGXgjdukhofjVD2VRLqatL9CPiGuyvqC5c5u,3059500000,3059.500000
HtdMAHmFJpoejs3SLihFAVkpYTNtq9hfauR7bLKDfPME,3059500000,3059.500000
HQPWcABX6qouLguZJ3Tgp7LkFAeYUsPpMyPZ2JG8WjBY,3059500000,3059.500000
BD8AcUjBbFch7NH6TioLTa2SmSZejeXunZ9vfJJ3FS1J,2989218005,2989.218005
CwF1XvsTV5P7xgP6NcV3iCFg61WG5pRK7xpKnzKwLi5E,2748366575,2748.366576
5mrxuySpHeFJPs7vaYeWaWvPUABimBwMGKaSA1pbTSt6,2698820839,2698.820839
2QzkGguN7qfti9JogKbQyCH1ktPLK6yLJEy8mLHf7mJ7,2629108603,2629.108603
HVASe9aXdwnqqA4rqe9C1FgjiZ7FPp3CJB3fX4ySpWSN,2622500000,2622.500000
85gjRdKhAgo7M3bgVqCJxFtou5ibRBqeivLCoeD3xZvw,2622500000,2622.500000
F5J3izt5bBvDf5TpDun18qWaHLaTb65gc7uFKMEt2UKB,2622500000,2622.500000
EPNWiwjGUYj8QJsFFCSjbRFyvTLQnm1vyDNgtpvEGbMy,2622500000,2622.500000
5xrnam9WcjqSAHP4oM6TUaBSuQP7qLo2TK9yZ8fc7ycS,2622500000,2622.500000
ABEfpB29erkDUC1vC51wS1ZrMmvX52TM2AUUs8mHAyi9,2622500000,2622.500000
6kE7rmzofEprhiaBhXhTYkaaVCA9v483UNvG3TihEudL,2622500000,2622.500000
4nmy8V8oM8tAufWgw1J4jMyjQx5GSSb6vAcXinudsico,2622500000,2622.500000
B8veqDezZbGQYopvqs4BxaTY3XZmoZGSu1yL3McRHMbt,2622500000,2622.500000
B45JZUifYY8JXCgqyt5WHg8g9LDMADHfYS5NTyGnbDQ,2622500000,2622.500000
9Tf8dC5eJeNEqAYVcodyD8bTotheQzxthf88kyJBWHFJ,2622500000,2622.500000
8Kfb8GLCGhVWAAUPJYrQTnz3NVxR7MfD4EmhNgVnBqcC,2622500000,2622.500000
7xL9R4DLZYUnLXcypif9UjAQMUJe549i8QqyNQbS6Yxk,2622500000,2622.500000
BK87V3PLEf6ojS1QoQCkx3u4deSFwvxzNQnZfywAoLgi,2622500000,2622.500000
3cVg7jJCtx2T5x4vzpoHwjA9umDsnzy8RBQjF3vdiJ92,2185500000,2185.500000
7qNzoDNmCXXmJUiQqjstzEYTYHKRhhC7Hj2teMX2Lex5,2185500000,2185.500000
B3z8pmTQ8rojbA89WhNFfyddA9rc58xyKGE6RxoKcq7V,2185500000,2185.500000
5XNU9dgXmmBRVN2ob84XTmfjycUfLjFJZJUx8wJrbUkg,2185500000,2185.500000
GqtL2CR2ouU4KYY6WG4P1iDAVyo7dxHuWHFjRAtZ7yZX,2185500000,2185.500000
4SSwu6ZmiLFeseQ2add9YNECdeuZ77V57tMPj7t8Nu9o,2185500000,2185.500000
GdzAW2HBA4eufra1hFKXmWZxsZWBqfN7qj1GWjBUutL2,2185500000,2185.500000
CWpuswQZGcJEZQT7y8A3xWzAwcwhAupPSE2M69tZC1za,2185500000,2185.500000
CjQUhwgzuAMvVd92ZqRdQMQK8wWRMfeAxiruxNgmXwNy,2185500000,2185.500000
2QegtYhhwfJtUWKjwCVWUTZ1kWhKpGSKyEG3539La6VX,2185500000,2185.500000
7LkwDvJJs1wFfVEr3dPcLuTax3uYmQwEvvzY1DYXecSp,2185500000,2185.500000
BfmRHE2X3XTSfddRRE5GrDH2ybDPB7WYhAktHNbMYpLA,2185500000,2185.500000
DyuF8LqBFmG5m5wxbuaKSHxYBXdFvc3sNcjHCuJH5yYd,2185500000,2185.500000
7druhUR9AY86DfKkF44Zq95yZ7kUNBV9KoF71NYriibs,2164405453,2164.405454
HYe7DwWHBA9KAdAmg59YvRAPN2dXGCN2DGgUjbXVuSg2,1962544667,1962.544667
9fPW6HR5dNQtCPcaZVHMF9N9ykq73eb8piAs5p6gMXkP,1768876621,1768.876622
aHhx4r86VtjYdjqC2P58P5Q5dbwbGQfzJMH1tqssR5P,1748500000,1748.500000
6xEXQ41A5zoiCeyqjyi6RUnnAToUue49d7HAeh2LRpjh,1748500000,1748.500000
EwNoJ2YCb3r62jeP8a8zjYVskS85YN55SBJPsGRRsHzF,1748500000,1748.500000
BZGMz5TeEWTMigL3HYUWEB2zWhdTMaUe9CrEYdAFG6WW,1748500000,1748.500000
CjqEYEDayz5r21NvZLFXVeU1Af4pbhJYiyfDCPV6JcL9,1748500000,1748.500000
2cEVvD3aHgXopUovJsHxPEJ9TjBaXhPFTqH8VWe4cKhR,1748500000,1748.500000
3mLhCkKN6WZucA1S11CidCuA88vKvro1nDddG6UKnhs4,1748500000,1748.500000
7QKHgjgLBpuWETT6ZRJEBy4e5rnNfcrJJQ5j993Cbhn2,1748500000,1748.500000
DEeFRTqDCgPbunWUFkY222phN2w4q2B6JeQjvRb1WW8o,1748500000,1748.500000
